latitude,longitude,OBJECTID,CECPlantID,PlantName,Retired_Plant,OperatorCompanyID,County,Capacity_Latest,Units,PriEnergySource,StartDate
37.7394078450001,-121.643790587,2165,W0377,DifWind IX - Retired 11/1/2015,1,See WPRS for details,Alameda,18,WPRS 1,WND,"Sat, 01 Jan 2011 00:00:00 GMT"
37.7336069400001,-121.655534351,2166,W0446,Windpower Partners 1992  L.P - Retired 11/1/2015,1,See WPRS for details,Alameda,30,WPRS 1,WND,"Fri, 01 Jan 1988 00:00:00 GMT"
37.7788126830001,-121.707059379,2169,W0453,Windpower Partners 1991  L.P. - Retired 11/1/2015,1,See WPRS for details,Alameda,16.3,WPRS 1,WND,"Sun, 31 Dec 1989 00:00:00 GMT"
37.720058152,-121.488255744,2171,E0096,Tracy Biomass Plant (retired 6/1/2019),1,Thermal Energy Dev Partner LP,San Joaquin,23,GEN 1,WDS,"Thu, 26 Apr 1990 00:00:00 GMT"
37.8067673240001,-121.290430921,2174,G0529,San Joaquin Cogen - Retired 6/27/2017,1,Heorot Power Management,San Joaquin,48,LM5000,NG,"Mon, 01 Jan 1990 00:00:00 GMT"
37.750665649,-120.843853609,2181,G0254,Hershey Chocolate Confectionery Oakdale Plant -Shutdown 2011,1,Hershey Chocolate & Confectionary Corp,Stanislaus,6.2,Unit 1,NG,"Wed, 01 Apr 1987 00:00:00 GMT"
37.9724688790001,-122.059724049,2205,G0101,Chevron Concord Cogeneration (Retired 7/27/2010),1,Chevron Business and Real Estate Services,Contra Costa,3.1,1,NG,"Wed, 01 Jun 1988 00:00:00 GMT"
37.910742256,-121.262087389,2207,G0751,Ingredion Stockton Plant (Retired 12/31/2018),1,Corn Products International Inc,San Joaquin,10,"GEN1, GEN2",NG,"Thu, 01 Mar 1984 00:00:00 GMT"
37.941473568,-121.328267972,2212,C0004,Port of Stockton District Energy Facility - Retired Jan 2011,1,DTE Stockton LLC,San Joaquin,49.9,GEN 1,BIT,"Fri, 01 Dec 1989 00:00:00 GMT"
37.9127698180001,-121.26061837,2213,C0021,Stockton CoGen (Retired 3/31/2012 - Repowered E0002),1,Air Products and Chemicals Inc,San Joaquin,55.1,GEN1,BIT,"Tue, 01 Mar 1988 00:00:00 GMT"
37.9498279110001,-121.256516905,2214,E0032,Diamond Walnut - Retired December 2005,1,Diamond Walnut Growers Inc,San Joaquin,4.5,DWG 1,AB,"Wed, 01 Apr 1981 00:00:00 GMT"
38.180762558,-122.280516383,2236,E0118,American Canyon Power Plant (Retired 2013),1,OPAL Fuels,Napa,1.8,"Unit 1, Unit 2",LFG,"Sun, 01 Dec 1985 00:00:00 GMT"
38.0435060040001,-121.987219098,2242,C0012,Nichols Road Power Plant - Retired April 2012,1,GWF Power Systems LP,Contra Costa,19,GEN 1,PC,"Thu, 01 Mar 1990 00:00:00 GMT"
38.039621019,-121.894089991,2249,G0450,Pittsburg Generating Station (Retired 12/31/2016),1,NRG Delta LLC,Contra Costa,2022,"PPP1, PPP2, PPP3, PPP4, PPP5, PPP6, PPP7",NG,"Fri, 01 Jan 1954 00:00:00 GMT"
38.0307623140001,-121.87011669,2253,C0008,East Third Street Power Plant - Retired April 2012,1,GWF Power Systems LP,Contra Costa,19,GEN 1,PC,"Sat, 01 Dec 1990 00:00:00 GMT"
38.0160052040001,-121.860207325,2254,C0009,Loveridge Road Power Plant - Retired April 2012,1,GWF Power Systems LP,Contra Costa,19,GEN 1,PC,"Fri, 01 Dec 1989 00:00:00 GMT"
38.010738152,-121.755945897,2255,C0010,Wilbur East Power Plant - Retired April 2012,1,GWF Power Systems LP,Contra Costa,19,GEN 1,PC,"Sun, 01 Oct 1989 00:00:00 GMT"
38.011652821,-121.780685771,2256,C0011,Wilbur West Power Plant - Retired April 2012,1,GWF Power Systems LP,Contra Costa,19,GEN 1,PC,"Wed, 01 Aug 1990 00:00:00 GMT"
38.0185268280001,-121.760212039,2257,G0147,Contra Costa Power Plant - Retired May 2013,1,GenOn Holdings Inc.,Contra Costa,680,"CCPP6, CCPP7",NG,"Wed, 01 Jan 1964 00:00:00 GMT"
38.0239731290001,-121.851527494,2258,G0177,Pittsburg (Closed April 1  2010),1,Dow Chemical Company,Contra Costa,65.7,"PT1JT1, PT1JT2, PT1JT3",NG,"Fri, 01 Jan 1965 00:00:00 GMT"
38.0139286420001,-121.77635066,2259,G0224,Gaylord Container Corp Antioch - Retired November 2002,1,Gaylord Container Corp,Contra Costa,56,"Gen 1, Gen 2",NG,"Fri, 01 Jan 1982 00:00:00 GMT"
38.142919872,-121.299307903,2275,G0225,General Mills Operations Inc Lodi Plant - Retired November 2,1,General Mills Operations Inc,San Joaquin,3.4,UNIT 1,NG,"Fri, 01 Jun 1984 00:00:00 GMT"
38.2781015640001,-122.265935115,2302,G0282,Napa State Hospital - Retired December 2013,1,Napa State Hospital,Napa,1.6,"GT-1, GT-2",NG,"Sun, 01 Jan 1984 00:00:00 GMT"
38.3420578700001,-121.11711904,2339,S0063,Rancho Seco Solar PV - Retired 3/31/2013,1,Sacramento Municipal Utility District (SMUD),Sacramento,2,"1, 2",SUN,"Mon, 01 Aug 1994 00:00:00 GMT"
38.27790437,-120.913742425,2344,C0005,Buena Vista Biomass Power (Jackson Valley) Retired Dec 2012,1,Jackson Valley Energy Part LP,Amador,18.4,1,PC,"Sun, 01 Jun 1986 00:00:00 GMT"
38.3681159330001,-120.808524073,2345,E0051,Wheelabrator Martell Inc - Retired December 2003,1,Wheelabrator Martell Inc,Amador,18,Unit 1,OGW,"Sat, 01 Mar 1986 00:00:00 GMT"
38.3696722110001,-120.949637293,2346,G0378,Mule Creek State Prison - Retired 1/26/2016,1,Mule Creek State Prison,Amador,3,"1, 2",NG,"Sun, 01 Jan 1989 00:00:00 GMT"
38.4666196490001,-122.723366767,2350,G1024,Fuel Cell DFC,1,County of Sonoma,Sonoma,1.4,FCE,NG,"Mon, 01 Nov 2010 00:00:00 GMT"
38.3945367750001,-122.365986612,2352,G0653,Veterans Home of California,1,Yountville Cogeneration Associates,Napa,3,"1, 2",NG,"Tue, 01 Jul 1986 00:00:00 GMT"
38.555960068,-121.456244833,2365,G0639,University of California  Davis - Idefinite Shutdown,1,UC Davis Operations & Maintenance Utilities Division,Yolo,3,GEN1,NG,"Sun, 01 Feb 1981 00:00:00 GMT"
38.5962985960001,-121.687463868,2399,E0154,MM Yolo Power LLC Facility,1,Yolo County General Services,Yolo,5.7,"1- 4, 1- 5, 5",LFG,"Mon, 01 Oct 1990 00:00:00 GMT"
38.7627905470001,-122.691869394,2435,T0005,Bear Canyon #2 (Retired January 2016),1,Geysers Power Company LLC,Lake,22,"BCST1, BCST2",GEO,"Thu, 01 Sep 1988 00:00:00 GMT"
38.796143059,-122.766637822,2436,T0057,Fumarole #9-#10,1,Geysers Power Company LLC,Sonoma,110,"FUST10, FUST9",GEO,"Sun, 01 Jul 1973 00:00:00 GMT"
39.05241161,-121.692428824,2465,G0238,Greenleaf 1  Inc.,1,Greenleaf Plants 1&2,Sutter,72,"GL1JT1, GL1ST1",NG,"Wed, 01 Mar 1989 00:00:00 GMT"
39.2460488500001,-120.026746883,2502,G0294,Kings Beach - Retired 12/31/2002,1,Sierra Pacific Resources,Placer,16.5,"Unit 1, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6",OIL,"Wed, 01 Jan 1969 00:00:00 GMT"
39.443831323,-123.811041336,2503,E0039,Fort Bragg Western Wood Products - Retired December 2001,1,Georgia Pacific Corp,Mendocino,15,GEN1,WDS,"Tue, 01 Jan 1980 00:00:00 GMT"
39.4810209390001,-121.565544601,2509,E0064,Pacific Oroville Power Inc (Retired 10/20/2012),1,Pacific Oroville Power Inc,Butte,18.76,"GEN 1, GEN 2",WDS,"Sun, 01 Dec 1985 00:00:00 GMT"
39.419829174,-120.031493816,2518,H0178,Farad (Non-operational since 1997),1,Sierra Pacific Resources,Nevada,2.8,"1, 2",WAT,"Sun, 01 Jan 1933 00:00:00 GMT"
39.6050507850001,-121.600505139,2522,H0104,Coal Canyon,1,Pacific Gas & Electric (PG&E),Butte,0.9,1,WAT,"Sun, 01 Dec 1907 00:00:00 GMT"
39.6701073790001,-120.239716036,2535,E0084,SPI - Loyalton - Shut Down 08/20/2010,1,Sierra Pacific Industries Inc,Sierra,20,GEN 1,WDS,"Fri, 01 Sep 1989 00:00:00 GMT"
39.8039602040001,-120.464205156,2548,G0461,Portola - Retired 12/31/2002,1,Sierra Pacific Resources,Plumas,6,"1, 2, 3",OIL,"Fri, 01 Jan 1965 00:00:00 GMT"
40.302072348,-121.243954539,2582,E0026,Collins Pine Co Project,1,Collins Pine Co,Plumas,17,"GEN4, GEN5",WDS,"Sun, 01 Dec 1985 00:00:00 GMT"
40.2974144190001,-121.017817226,2584,E0056,Mount  Lassen Power (Retired 2011),1,Mt Lassen Power,Lassen,11.4,GEN 1,WDS,"Sat, 01 Jun 1985 00:00:00 GMT"
40.4732055010001,-122.328881978,2590,E0165,Wheelabrator Hudson Energy - Retired 2003 and 2014,1,Wheelabrator Hudson Energy Co Inc,Shasta,13.6,"1, 1-RP",OBG,"Fri, 01 Jan 1982 00:00:00 GMT"
40.4723494950001,-122.323378657,2591,E0174,SPI - Anderson (Retired 7/27/2015),1,Sierra Pacific Industries Inc,Shasta,4,GEN1,WDS,"Fri, 01 Jan 1999 00:00:00 GMT"
40.437113213,-122.268428689,2594,G0563,Wheelabrator Lassen (Retired 5/2013),1,Wheelabrator Technologies Inc,Shasta,38.8,1,NG,"Sat, 01 Jan 1983 00:00:00 GMT"
40.4086369190001,-120.645369316,2601,E0082,SPI - Susanville - Shut Down 2004,1,Sierra Pacific Industries Inc,Lassen,14.34,"GEN 1, GEN 2",WDS,"Fri, 01 Nov 1985 00:00:00 GMT"
40.805244187,-124.19575019,2616,E0048,Samoa Pulp Mill (Closed) - Retired December 2008,1,Evergreen Pulp Incorporated,Humboldt,20,GEN1,BLQ,"Sat, 01 May 1965 00:00:00 GMT"
40.8054018620001,-124.194416414,2617,E0088,Humboldt Pulp Mill - Retired Dec 2003,1,Simpson Paper Co,Humboldt,28,GEN1,OGW,"Sat, 01 Jan 1966 00:00:00 GMT"
40.9099954690001,-121.639574067,2630,E0006,Burney Mountain Power (Retired 10/31/2010),1,Burney Mountain Power,Shasta,11,GEN 1,WDS,"Tue, 01 Jan 1985 00:00:00 GMT"
41.133092924,-121.137235134,2646,E0003,Big Valley Power LLC_(Retired June 30  2010),1,Big Valley Power LLC,Lassen,9.38,BVP 1,WDS,"Fri, 01 Jul 1983 00:00:00 GMT"
32.7271614810001,-117.197977517,2668,G1017,Sheraton San Diego East Tower (shutdown August 2014),1,Alliance Star Energy LLC,San Diego,1,"45, 47, 50, 51",NG,"Tue, 01 Nov 2005 00:00:00 GMT"
32.735367583,-117.208223478,2672,G0385,Naval Training Center - Retired 12/31/2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,13,Unit 1,NG,"Sat, 21 Sep 1968 00:00:00 GMT"
32.741587677,-117.208367103,2673,G0386,NTC MCRD Energy Facility - Retired 9/28/2018,1,Applied Energy LLC,San Diego,25.6,"GEN 1, GEN 2",NG,"Mon, 01 May 1989 00:00:00 GMT"
32.6699731750001,-117.119378612,2677,G0389,Naval Station - Retired December 2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,20,Unit 1,NG,"Wed, 01 Sep 1976 00:00:00 GMT"
32.704751431,-117.189312034,2678,G0398,North Island - Retired December 2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,34,"Unit 1, Unit 2",NG,"Fri, 02 Jun 1972 00:00:00 GMT"
32.7053012910001,-117.189824655,2679,G0399,NAS North Island Energy Facility - Retired 9/28/2018,1,Applied Energy LLC,San Diego,46.2,"GEN 1, GEN 2",NG,"Fri, 01 May 2009 00:00:00 GMT"
32.72862852,-117.174780112,2680,G0568,Patio Test Cell Solar Turbines Inc (see G0990 G0991),1,Solar Turbines Incorporated,San Diego,9.9,TEST CELL,NG,"Tue, 01 Jul 1980 00:00:00 GMT"
32.614778378,-117.096572879,2681,G0571,South Bay Power Plant - Retired December 2010,1,San Diego Unified Port District (Dynergy),San Diego,709,"1, 2, 3, 4, GT",NG,"Sat, 23 Jul 1960 00:00:00 GMT"
32.6792995690001,-117.12254703,2682,G0626,Naval Station Energy Facility - Retired 9/28/2018,1,Applied Energy LLC,San Diego,55.1,"GEN 1, GEN 2, GEN 3",NG,"Sat, 01 Jul 1989 00:00:00 GMT"
32.598561042,-117.011405936,2683,E0061,Otay 1 & 2 Power Station (Retired 12/13/2019),1,Otay Landfill Gas LLC,San Diego,3.7,"1, 2",LFG,"Mon, 01 Dec 1986 00:00:00 GMT"
32.6052785200001,-117.011409592,2686,E0300,Otay 3 Power Station (Retired 12/13/2019),1,Otay Landfill Gas LLC,San Diego,6.9,"3-4, 5, 6",OBG,"Thu, 08 Mar 2007 00:00:00 GMT"
32.7286454160001,-117.189130264,2687,G0175,Division - Retired Dec 2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,13,Unit 1,NG,"Fri, 01 Nov 1968 00:00:00 GMT"
32.63211582,-117.099662795,2688,G0281,UTC Aerospace Systems Cogeneration Plant (Retired 9/29/2018),1,United Technologies Corporation,San Diego,9.48,"WRV151, WRV152, WRV153",NG,"Fri, 26 Apr 2002 00:00:00 GMT"
32.58358179,-116.930877764,2691,G0477,Richard J Donovan Correctional Facility - Retired 12/31/2007,1,Richard J Donovan Correctional Facility,San Diego,3.2,03,NG,"Thu, 01 Jan 1987 00:00:00 GMT"
32.8870673770001,-117.24613589,2723,G0521,Salk Institute - Retired July 2004,1,Salk Institute,San Diego,1.3,"1, 2",NG,"Sat, 01 Sep 1984 00:00:00 GMT"
32.764491638,-117.230922973,2724,G0551,4160 V Cogeneration System (Retired 12/31/2003),1,Sea World of California,San Diego,2.4,"Unit 1, Unit 2, Unit 3, Unit 4",NG,"Thu, 01 Jan 1981 00:00:00 GMT"
32.901165102,-117.23616533,2725,G1018,Johnson & Johnson PR&D Plant,1,Johnson & Johnson Pharmaceutical Research & Development LLC,San Diego,2.2,"Gen-1, Gen-2",NG,"Fri, 31 Oct 2003 00:00:00 GMT"
32.7649442000001,-117.163745341,2735,G0633,Union Tribune Publishing Co (Retired 2014),1,San Diego Union-Tribune Publishing Company,San Diego,3,UNIT 1,NG,"Mon, 01 Mar 1982 00:00:00 GMT"
32.7812534380001,-117.045822265,2736,H0006,Alvarado Hydro Facility,1,San Diego County Water Authority,San Diego,2,"Unit 1, Unit 2",WAT,"Mon, 01 Apr 1985 00:00:00 GMT"
32.8339450940001,-117.133723436,2743,G0289,Kearny (Retired 12/31/2017),1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,127,"Kearny 1, Kearny 2A, Kearny 2B, Kearny 2C, Kearny 2D, Kearny 3A, Kearny 3B, Kearny 3C, Kearny 3D",NG,"Sat, 01 Apr 1972 00:00:00 GMT"
32.8762787650001,-117.166297318,2744,G0360,San Diego Combustion Turbines - Miramar 1A 1B (Retired 12/31/2016),1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,33,"Unit 1A, Unit 1B",NG,"Mon, 15 May 1972 00:00:00 GMT"
32.7958279160001,-116.97216785,2749,G0189,El Cajon  (retired 12/31/2016),1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,13,Unit 1,NG,"Fri, 01 Nov 1968 00:00:00 GMT"
32.9037893400001,-115.512416001,2758,E0042,Mesquite Lake Resource Recovery Project - Retired Dec 2008,1,Chateau Energy Inc,Imperial,35.8,"1, L313",OGW,"Fri, 01 Jan 1988 00:00:00 GMT"
32.9065778570001,-115.513549159,2760,G0059,Brawley (Retired 12/31/2009),1,Imperial Irrigation District,Imperial,23,"UNIT 1, UNIT 2",DFO,"Mon, 01 Jan 1962 00:00:00 GMT"
32.775622744,-115.263763932,2761,T0021,GEM II,1,Ormat Nevada Inc,Imperial,18.5,GEM 2,GEO,"Sat, 01 Apr 1989 00:00:00 GMT"
32.816060421,-115.255452639,2765,T0063,Ormesa 1E (Retired 1/1/2015),1,Star Group 1E Geothermal Partn,Imperial,14.4,OE1-12,GEO,"Thu, 01 Dec 1988 00:00:00 GMT"
32.7843201160001,-115.247465743,2766,T0066,Ormesa 1H (Retired 1/1/2016),1,Ormat,Imperial,14.4,Ormesa 1H,GEO,"Fri, 01 Dec 1989 00:00:00 GMT"
33.1377661990001,-117.338418038,2770,G0196,Encina Power Station (retired 12/11/2018),1,NRG Energy,San Diego,965,"Encina 1, Encina 2, Encina 3, Encina 4, Encina 5, Encina GT",NG,"Tue, 23 Nov 1954 00:00:00 GMT"
33.125772333,-117.074538018,2773,G0434,Palomar Medical Center (Retired 12/31/2006),1,Palomar Memorial Hospital,San Diego,1.3,"EG 1, EG 2",NG,"Fri, 01 Aug 1986 00:00:00 GMT"
32.985442043,-117.079404817,2774,G9879,USPS Rancho Carmel San Diego (Retired 12/31/2009),1,United States Post Office - San Diego,San Diego,1.5,1,NG,"Wed, 15 Feb 2006 00:00:00 GMT"
33.537617191,-117.705298492,2826,E0155,Aliso Water Management Agency (Retired 12/26/2016),1,South Orange County Wastewater Authority,Orange,1.2,"GEN 1, GEN 2, GEN 3",OBG,"Sat, 01 Mar 1997 00:00:00 GMT"
33.3689045020001,-117.554836222,2827,N0002,San Onofre Nuclear Generating Station -SONGS-Retired 7/15/13,1,Southern California Edison (SCE),San Diego,2254,"2, 3",NUC,"Mon, 01 Jan 1968 00:00:00 GMT"
33.613138592,-117.822009163,2840,E0117,Coyote Canyon (Retired Dec 28 2015),1,OPAL Fuels,Orange,10,Unit 1,LFG,"Sat, 01 Apr 1989 00:00:00 GMT"
33.738890467,-117.169706211,2844,G0868,Inland Empire Energy Center (Retired 12/31/2019),1,Inland Empire Energy Center,Riverside,810,"Unit 1, Unit 2",NG,"Mon, 01 Jun 2009 00:00:00 GMT"
33.7929181540001,-118.349620978,2870,E0130,Palos Verdes Gas to Energy Facility - Retired Oct 2011,1,Sanitation Districts of Los Angeles County,Los Angeles,13,GN 1,LFG,"Sun, 01 May 1988 00:00:00 GMT"
33.9101385540001,-118.424822509,2873,G0194,El Segundo Power Station - Retired 12/31/2015,1,El Segundo Power LLC,Los Angeles,1020,"UNIT 1, UNIT 2, UNIT 3, UNIT 4",NG,"Sun, 01 Apr 1956 00:00:00 GMT"
33.9255368080001,-118.16874918,2879,G0621,Techni-Cast,1,Techni-Cast Corporation,Los Angeles,2.48,"1, 3397845",NG,"Tue, 30 Apr 2013 00:00:00 GMT"
33.7958484110001,-118.235892118,2880,G0765,Linde Wilmington (Retired 12/2002),1,Praxair Inc,Los Angeles,31,"GEN 1, GEN 2",NG,"Fri, 01 Jan 1988 00:00:00 GMT"
33.7941588320001,-118.241134796,2881,S0144,Konoike Pacific California Inc,1,Konoike Pacific California Inc,Los Angeles,1.4,Unit 1,SUN,"Fri, 08 Apr 2011 00:00:00 GMT"
33.7759465610001,-118.228136429,2886,C0002,Los Angeles Refinery - Calciner,1,Tesoro Refining & Marketing Company LLC,Los Angeles,35.8,UNIT 1,PC,"Wed, 01 Dec 1982 00:00:00 GMT"
33.9256485120001,-118.068544241,2904,G0673,Norwalk ( Retired 2-18-2018 - formerly Wheelabrator Norwalk Energy),1,California Department of State Hospitals,Los Angeles,30.75,"1, 2",NG,"Thu, 18 Feb 1988 00:00:00 GMT"
33.9151210960001,-117.849906133,2918,G0642,Unocal Fred L Hartley Research Center (Retired 12/31/2001),1,Tosco Corporation,Orange,4,2382,NG,"Sun, 01 Dec 1991 00:00:00 GMT"
33.9319154510001,-117.839786926,2922,E0109,Brea Power Partners LP (Retired 9/25/2019),1,Ridgewood Power Management LLC,Orange,5.6,Gen 1-3,LFG,"Sun, 01 Dec 1985 00:00:00 GMT"
33.8536487750001,-117.855971679,2923,G0026,Anaheim CT (Retired 12/31/2019),1,Southern California Public Power Authority (SCPPA),Orange,49.27,1,NG,"Mon, 01 Apr 1991 00:00:00 GMT"
33.8917929460001,-117.580332447,2930,G0149,Corona Cogen (Retired),1,WCAC Operating Company,Riverside,47,Unit 1,NG,"Wed, 01 Jun 1988 00:00:00 GMT"
33.8666557710001,-117.539142857,2934,E0139,Corona Landfill - Retired Dec 2004,1,NEO Corporation,Riverside,0.6,UNT1,LFG,"Tue, 01 Jan 1991 00:00:00 GMT"
33.793795921,-117.474835881,2935,E0207,El Sobrante Landfill (Retired 9/30/2016),1,WM Energy Solutions Inc,Riverside,4.05,"1, 2, 3",LFG,"Wed, 01 Dec 2004 00:00:00 GMT"
33.942117496,-116.623460477,2946,W0268,Windparks Unlimited 1 and 2,1,EUI Management PH Inc,Riverside,25.24,WPRS 1,WND,"Sat, 01 Jan 1983 00:00:00 GMT"
33.9128243110001,-116.736231031,2947,W0292,Altech III (NAWP Inc. - 6087),1,Seawest Energy Group,Riverside,25.15,WPRS 1,WND,"Sat, 01 Jan 1983 00:00:00 GMT"
33.824959386,-116.511096546,2957,G0119,Municipal Cogeneration Plant (Palm Springs),1,City of Palm Springs,Riverside,2.43,"GEN1, GEN2, Unit 1",NG,"Sat, 01 Jun 1985 00:00:00 GMT"
